"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
86,"1","2024-07-27T19:42:48.491493Z",87,"/data/upload/4/9dd78725-701b9601-b0e5-46_RD_SG_3.jpg","[{""points"":[[41.20658949243099,29.385574354407833],[47.28406055209261,39.536954585930545],[49.55476402493322,43.18788958147818],[51.69189670525379,43.45503116651825],[54.89759572573464,46.482635796972396],[56.433659839715055,51.46927871772039],[56.634016028495104,54.22974176313446],[57.368655387355304,56.09973285841497],[59.038290293855745,57.61353517364203],[60.90828138913624,59.83971504897596],[63.24577025823687,62.51113089937667],[64.4479073909172,65.44968833481745],[65.51647373107747,68.4772929652716],[65.85040071237756,68.92252894033838],[65.44968833481745,63.13446126447017],[63.51291184327694,56.45592163846839],[62.11041852181657,45.503116651825465],[61.24220837043634,32.85841495992876],[61.84327693677649,28.762243989314335],[61.108637577916305,26.892252894033835],[61.308993766696354,22.974176313446126],[62.11041852181657,16.295636687444347],[60.64113980409618,13.357079252003562],[59.70614425645593,10.863757791629563],[59.43900267141585,6.767586821015138],[54.22974176313446,2.671415850400712],[52.42653606411398,1.4247551202137132],[50.89047195013357,3.2056990204808544],[49.955476402493325,5.342831700801424],[49.15405164737311,7.747105966162065],[48.28584149599288,9.795191451469279],[45.54764024933215,11.041852181656278],[43.81121994657168,11.487088156723063],[43.54407836153161,13.000890471950132],[42.34194122885129,16.829919857524487],[41.40694568121104,19.679430097951915],[40.47195013357079,21.549421193232412],[41.13980409617098,23.241317898486198],[40.80587711487088,25.556544968833485],[40.60552092609083,26.536064113980412]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[43.196828552795594,35.9525232522261],[43.67730617499296,36.01658693518574],[44.13375991608044,36.03260285592566],[44.06168827275084,35.45602970928882],[43.62925841277322,34.84742472117215],[43.196828552795594,33.9825650012169],[43.292924077235064,33.3259122508805],[43.3409718394548,33.005593836082255],[42.68031510893342,32.0126067502077],[42.51214794116435,32.71730726276384],[42.30794495173046,32.877466470162965],[42.07971808118672,32.925514232382696],[42.00764643785712,33.502087379019535],[42.091730021741654,34.126708287876106],[42.27190913006566,34.623201830813386],[42.896530038922236,35.712284441127416]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[51.17427263165811,43.79293770676561],[50.63260282093056,43.896112908808966],[48.73675848338412,43.14809269399472],[47.38258395656523,42.477453880712986],[46.976331598519565,43.14809269399472],[46.33793503587637,43.560793502168096],[45.892991977064455,42.83856708786469],[45.370667516720026,42.786979486843016],[44.596853501394946,43.30285549705973],[43.977802289134885,43.94770050983063],[43.76500343492049,44.953658729753236],[43.66827668300485,46.52708056091423],[44.596853501394946,47.32668837675015],[44.42274534794681,48.023120990542715],[44.11321974181677,48.38423419769441],[44.07452904105052,49.00328540995448],[44.26798254488179,49.235429614552004],[44.809652355609344,48.796935005867795],[44.9257244579081,48.92590400842197],[44.9257244579081,49.64813042272539],[44.61619885177808,50.035037430387916],[44.51947209986244,50.55091344060464],[44.867688406758724,50.67988244315882],[45.00310585944061,51.22155225388637],[45.119177961739375,51.84060346614644],[45.1385233121225,52.56282988044985],[44.867688406758724,53.4656128983291],[45.09983261135625,54.13625171161084],[45.40935821748628,54.78109672438174],[45.81561057553195,55.34856033562012],[46.144481532045106,56.17396195196688],[47.01502229928582,56.43189995707524],[48.25312472380594,56.14816815145605],[49.084974790280405,55.32276653510929],[49.64598995139109,54.91006572693592],[49.878134155988604,55.632292141239326],[49.8007527544561,56.30293095452106],[49.56860854985858,57.10253877035697],[49.16235619181292,57.51523957853034],[48.38854217648784,57.72158998261704],[47.82752701537716,58.0569093892579],[47.96294446805904,58.546991598963785],[48.81413988491663,58.572785399474625],[49.704026002540466,58.7017544020288],[50.55522141939805,59.68191882144057],[50.92278307667747,60.61049563983067],[51.561179639320656,61.152165450558215],[52.334993654645736,60.765258442895686],[52.89600881575641,60.765258442895686],[52.99273556767204,61.69383526128577],[53.4570239768671,62.390267875078344],[54.501672897555956,61.77121666281828],[54.7531624525366,60.765258442895686],[57.035913797745586,60.739464642384846],[57.88710921460317,60.01723822808144],[58.81568603299326,58.88231100560465],[58.91241278490891,57.87635278568205],[58.274016222265715,57.025157368824466],[57.3260940534925,56.61245656065108],[56.61031608931679,56.019199148901855],[55.85584742437485,55.42594173715263],[56.01061022743985,54.677921522338394],[56.474898636634904,54.16204551212167],[56.37817188471927,52.92394308760156],[56.12668232973862,50.8862328472455],[55.50763111747855,49.72551182425789],[55.275486912881036,48.25526519514024],[54.79185315330286,47.04295657113095],[54.73381710215347,46.44969915938172],[51.89005059583381,43.71555630523311]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",165.574,"2024-07-27T19:44:12.215290Z"
87,"1","2024-07-27T19:44:55.068153Z",88,"/data/upload/4/15c77a4a-747c0128-9529-41_RD_SG_3.jpg","[{""points"":[[47.45289409841267,25.769966045901484],[47.1970878123548,26.08972390347383],[47.27702727674789,26.430798951550994],[47.91654299189258,26.3455301895317],[48.46013134976557,25.769966045901484],[48.82785288597377,25.10913314025196],[49.17958652930335,24.38434866308798],[49.16359863642473,23.76615013844811],[48.82785288597377,23.702198566933642],[48.44414345688695,24.235128329554215],[48.18833717082907,24.72542371116515],[47.83660352749949,25.25835347378573]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[48.402066273228876,14.049149870102617],[46.136184073553984,15.113427872980223],[45.00324297371653,16.17770587585782],[43.43257463076008,17.859951751374034],[42.531371483162104,19.713855369289856],[42.222387546842796,21.190111953926532],[41.91340361052349,22.391716150723827],[50.2559698911447,12.813214124825404],[49.27752075946691,13.293855803544322],[48.63380422546836,13.843160579223083]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",41.34,"2024-07-27T19:44:55.068174Z"
88,"1","2024-07-27T19:46:24.188176Z",89,"/data/upload/4/be95c6f1-854b7bab-32f7-4f_RD_SG_2.jpg","[{""points"":[[52.626892252894045,62.600178094390024],[51.024042742653606,64.1139804096171],[49.020480854853076,65.5387355298308],[47.88512911843277,64.2920747996438],[46.816562778272484,62.06589492430988],[46.816562778272484,59.39447907390917],[46.015138023152275,57.43544078361532],[43.54407836153161,55.83259127337489],[41.40694568121104,54.585930543187885],[39.47016918967053,55.12021371326803],[38.80231522707035,58.414959928762244],[38.000890471950136,59.92876224398932],[36.7319679430098,60.73018699910953],[35.9973285841496,59.661620658949246],[34.72840605520926,73.28584149599287],[32.591273374888694,78.0053428317008],[30.25378450578807,80.58771148708816],[28.851291184327692,82.63579697239537],[28.317008014247552,86.37577916295636],[26.981300089047195,87.9786286731968],[26.38023152270704,90.11576135351737],[27.048085485307215,91.45146927871772],[29.185218165627784,91.0952804986643],[30.58771148708816,91.18432769367764],[29.853072128227964,92.87622439893143],[29.719501335707925,93.58860195903829],[31.52270703472841,91.80765805877115],[32.39091718610864,92.78717720391808],[32.92520035618878,94.12288512911843],[32.45770258236866,95.81478183437223],[33.25912733748887,97.59572573463936],[35.596616206589495,96.79430097951915],[40.20480854853072,95.6366874443455],[45.54764024933215,97.95191451469279],[53.294746215494214,98.30810329474622],[56.09973285841497,95.45859305431878],[55.89937666963492,91.54051647373109],[57.034728406055216,90.11576135351737],[58.97150489759573,90.38290293855744],[60.30721282279609,91.45146927871772],[62.845057880676755,90.20480854853072],[62.57791629563669,88.15672306322351],[60.10685663401604,86.01959038290295],[58.704363312555664,83.17008014247551],[57.702582368655385,80.67675868210151],[55.63223508459484,76.93677649154051],[54.43009795191451,76.5805877114871],[53.2279608192342,70.3472840605521],[52.76046304541408,65.80587711487088]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[46.27474654456592,10.266821047259672],[45.707903069778574,9.724201652591447],[45.330007419920356,9.898615029449092],[44.864905081633296,10.189303990878496],[44.472474983703606,9.917994293544384],[44.15271712613126,10.053649142211441],[43.9347004050592,10.538130744593783],[44.08004488577391,11.46833542116788],[44.26899271070302,12.340402305456099],[44.864905081633296,12.088471872217282],[45.446283004492116,12.146609664503162],[46.34741878492328,12.883021700124322],[46.56543550599533,13.503158151173722],[46.66717664249562,14.026398281746651],[46.84159001935326,14.239570186794886],[47.07414118849679,13.73570932031725],[47.07414118849679,12.534194946409036],[47.263089013425905,11.545852477549055],[47.21948566921149,11.003233082880834],[46.89972781163914,10.51875148049849]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[48.343090718927414,14.361530407973852],[49.27038850588722,13.18908493020858],[49.542182684823715,11.86741911890955],[49.7979889708816,10.716290831649102],[49.702061613609885,9.351990639340425],[49.30236429164445,7.646615398954576],[48.82272750528593,7.0710512553243525],[48.41745455937732,5.979410046344393],[47.80593758567158,5.309653360857157],[47.249020341761,4.741816170987543],[46.4737041786698,4.785495954823667],[45.93862682667728,5.397012928529405],[45.55642871811119,5.979410046344393],[44.61731336563452,6.154129181688888],[44.20235541919135,6.59092702005013],[43.678198013157846,8.221638949932096],[43.87475704042041,10.172669294612305],[44.97767158228255,12.342098558473134],[46.124265907980806,13.361293514649365],[46.571983692301075,14.074729983972725],[46.73578288168654,14.264009047262594],[47.36913974731034,14.30768883109872],[47.969736775057044,14.33680868698947]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",87.769,"2024-07-27T19:46:24.188197Z"
89,"1","2024-07-27T19:47:23.325024Z",90,"/data/upload/4/035936ce-854b7bab-32f7-4f_RD_SG_3.jpg","[{""points"":[[55.78832135389947,62.771110396005966],[54.69786554530592,62.89573391698809],[53.10891565278391,64.10042795314858],[51.80036868247166,64.76508673171989],[50.92800403559682,63.97580443216646],[49.68176882577563,63.85118091118434],[47.31392192711536,65.30512198930907],[46.22346611852181,65.80361607323755],[44.883763267964035,65.88669842055896],[44.447580944526614,65.96978076788037],[44.9460750284551,68.1299217982371],[44.69682798649085,69.29307466073689],[44.57220446550874,71.41167451743291],[44.541048585263205,73.73798024243247],[44.35411330379003,76.06428596743203],[43.357125135933074,80.88306211207397],[43.04556633347777,82.58625023216295],[43.014410453232244,84.1648148312698],[40.21038123113456,86.07570881966228],[39.43148422499632,87.28040285582277],[38.93299014106784,89.68979092814375],[42.51591636930377,91.06064965894704],[45.03954266919168,91.60068491653624],[53.88781265892215,90.64523792233999],[56.47375071930113,89.14975567055457],[58.99737701918906,87.98660280805478],[61.58331507956801,87.36348520314418],[62.51799148693392,86.65728525091218],[62.144120923987565,84.74639126251967],[62.33105620546075,83.29245018439495],[61.9883415227599,81.71388558528811],[60.18130046851918,79.34603868662784],[59.21546818090775,75.31654484153933],[58.09385649206868,70.83009808618303],[57.844609450104436,66.80060424109449],[57.53305064764914,63.435769174577274],[57.751141809367844,62.31415748573821]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[51.443422518515305,4.578602912667627],[52.152127011256425,4.610634754147451],[52.83680762288766,4.81884172376631],[53.23320166120049,4.642666595627275],[53.18515389898075,4.226252656389558],[52.72870015789325,3.761790954932106],[51.73170909183372,3.505536223093511],[50.914897134098204,3.1692018875553565],[50.32631204690643,3.361392936434302],[50.362347868571234,3.953982003811052],[50.83081355021366,4.290316339349208]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",56.416,"2024-07-27T19:47:23.325046Z"
90,"1","2024-07-27T19:47:56.986998Z",91,"/data/upload/4/65f5afeb-2258bfa8-6368-4e_RD_SG_2.jpg","[{""points"":[[46.96447103154664,45.566751941526526],[47.684171865218374,46.526353053088854],[49.0207591277516,45.88661897871396],[49.843274366233594,44.33297908380355],[50.76860400952583,43.693245009428665],[51.69393365281806,44.74423670304454],[51.6253907162779,46.891915381303065],[51.0085042874164,49.268070514695474],[50.42588932682499,50.82171040960589],[50.87141841433608,51.64422564808788],[50.185989048934424,53.88329490839996],[49.706188493153256,57.12766057130113],[48.26678682580978,60.32633094317552],[47.204371309437214,62.24553316630017],[45.01099734015191,63.43361073299636],[42.577723092976036,63.61639189710346],[42.26927987854529,63.29652485991603],[42.74908043432645,60.32633094317552],[43.81149595069901,56.579317078979805],[44.8396399988015,54.70581014688194],[45.49079789593308,51.14157744679333],[46.75884222192613,46.617743635142396]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",32.345,"2024-07-27T19:47:56.987021Z"
91,"1","2024-07-27T19:48:37.226825Z",92,"/data/upload/4/50f81ae7-2258bfa8-6368-4e_RD_SG_3.jpg","[{""points"":[[45.87845715979249,39.185044142425504],[45.834853815578086,37.344014053372604],[44.97732137936134,36.66573981003732],[44.58489128143164,36.975808035562025],[44.48315014493135,38.48739063499493],[44.96278693128987,39.70828427299843],[45.50056150993427,40.405937780429014],[45.86392271172103,41.23924613652664],[45.80578491943514,42.8864835846266],[45.311613685005156,43.58413709205718],[45.16626920429045,43.99110163805835],[45.98019829629279,43.79730899710541],[46.22728391350778,43.080276225579546],[46.50343842686571,42.8864835846266],[46.66331735565189,41.743107003004276],[46.53250732300865,40.81290232643018],[46.25635280965072,39.882697649856084]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[41.41282113085819,30.121995739671338],[41.70817654372454,30.132934829036756],[41.69997222670048,29.859457594901244],[41.64254200753202,29.31250312663022],[41.47845566705071,29.060904071225547],[41.47025135002664,28.67803594343583],[41.3635952287138,28.470193245492837],[41.248734790376886,28.579584139147045],[41.23232615632875,28.91869590947508],[41.10926140096777,29.071843160590966],[41.10105708394371,29.43283310964984],[41.21591752228063,29.82664032680498]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",38.945,"2024-07-27T19:48:37.226849Z"
92,"1","2024-07-27T19:48:41.122809Z",93,"/data/upload/4/053af910-2343d224-80b6-40_RD_SG_2.jpg","",2.503,"2024-07-27T19:48:41.122834Z"
93,"1","2024-07-27T19:49:02.280266Z",94,"/data/upload/4/b13aef54-2343d224-80b6-40_RD_SG_3.jpg","[{""points"":[[54.30737035943763,46.307418201086044],[54.26224661580525,46.81280412976847],[54.253221867078786,47.46258603807445],[54.19907337471995,47.7995099905294],[54.18102387726701,48.35302791241968],[54.217122872172894,48.726050859780514],[54.28932086198468,48.58165488015697],[54.379568349249396,48.32896191581575],[54.38859309797587,47.7032460041137],[54.47884058524058,47.47461903637641],[54.48786533396706,46.88500211958025],[54.4427415903347,46.319451199388],[54.43371684160822,46.1269232265566]],""closed"":true,""polygonlabels"":[""Cut""],""original_width"":1024,""original_height"":768}]",19.699,"2024-07-27T19:49:02.280288Z"
94,"1","2024-07-27T19:49:33.751105Z",95,"/data/upload/4/9ccef127-5363d08a-402a-42_RD_SG_2.jpg","[{""points"":[[49.89775410490148,8.87470528206001],[50.7757834572755,10.007646381897459],[52.1069892495845,11.10282277840699],[53.09831271194228,11.442705108358226],[54.6844302517147,10.083175788553286],[55.98731251652775,8.761411172076265],[56.52545953895055,7.3641171489434125],[57.431812418820506,6.986470115664263],[57.46013594631645,5.098234949268516],[56.440488956462744,3.474352706168174],[55.16593021914561,2.870117452921535],[52.90004801947072,1.5105881331165973],[51.59716575465766,0.5287058465908091],[49.69948941242993,0.15105881331165974],[48.878107115047776,0.4909411432628941],[48.67984242257622,2.228117496346981],[48.594871840088416,4.569529102677707],[49.18966591750307,7.7795288855504765]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",28.086,"2024-07-27T19:49:33.751127Z"
95,"1","2024-07-27T19:49:39.459184Z",96,"/data/upload/4/35705467-5363d08a-402a-42_RD_SG_3.jpg","",2.556,"2024-07-27T19:49:39.459208Z"
96,"1","2024-07-27T19:50:54.862038Z",97,"/data/upload/4/20bbb23c-7085de8f-1370-42_RD_SG_2.jpg","[{""points"":[[54.12349326759467,15.01567948577936],[56.23759480526308,14.887552119860063],[57.59494408797063,12.853530185891218],[57.29464557409728,9.089788812011859],[56.201558983598275,6.447161889926351],[54.54391118701737,5.982700188468898],[53.9913619214904,6.415130048446526],[53.510884299293025,7.135846481742574],[52.73010816322231,8.689390793514054],[52.237618600470014,10.595285361563603],[52.11749919492067,12.469148088133325],[52.30969024379962,13.878549113245594],[53.17454996375488,14.887552119860063]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[39.82924044353291,49.43042411530584],[44.059025057426524,49.87275453244504],[46.87888146668894,45.72590687176503],[51.398945416830166,34.11473342186097],[52.26978342557297,28.862059718332944],[59.8170461680106,19.4625383541249],[61.641659138709805,15.758021110584078],[62.678371053879815,6.413791048518432],[63.09305581994782,2.9857303156896147],[42.27588056333411,1.7140303664144085],[42.77350228261572,3.649225941398418],[42.77350228261572,7.298451882796836],[42.56615989958172,10.173599594201649],[41.778258844052516,14.209864650596868],[40.86595235870291,20.844820907684902],[39.99511434996011,24.65992075551052],[39.248681771037695,27.535068466915334],[39.62189806049891,31.460750919025752],[38.9584024347901,34.17002472400337]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",74.218,"2024-07-27T19:50:54.862060Z"
97,"1","2024-07-27T20:07:04.244708Z",98,"/data/upload/4/46f73583-7710b4e9-a467-48_RD_SG_2.jpg","",3.997,"2024-07-27T20:07:04.244729Z"
98,"1","2024-07-27T20:08:26.328716Z",99,"/data/upload/4/2f86fe21-7710b4e9-a467-48_RD_SG_3.jpg","[{""points"":[[50.16744771135052,57.25875671231471],[50.40528413433821,56.83593640478103],[50.4977760766112,56.307411020363915],[50.28636592284437,55.849355687202426],[49.942824422973246,56.16647091785269],[49.665348596154274,56.060765840969275],[49.282167692451864,56.360263558805634],[49.546430384660425,56.83593640478103],[49.71820113459598,57.22352168668691],[49.88997188453154,57.38207930201202]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[50.04852949985666,60.53561409570073],[50.28636592284437,60.3418214547478],[50.220300249792224,59.954236172841924],[50.28636592284437,59.47856332686653],[50.28636592284437,59.17906560903017],[50.0617426344671,59.00289048089113],[49.85033248070025,58.82671535275211],[49.69177486537512,59.12621307058846],[49.69177486537512,59.60188591656386],[49.69177486537512,59.93661866002802],[49.810693076868965,60.20088135223657]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",79.331,"2024-07-27T20:08:26.328740Z"
99,"1","2024-07-27T20:08:31.607559Z",100,"/data/upload/4/6b663067-38381ebc-94d7-4a_RD_SG_2.jpg","",2.114,"2024-07-27T20:08:31.607581Z"
100,"1","2024-07-27T20:08:35.048257Z",101,"/data/upload/4/a2e44018-38381ebc-94d7-4a_RD_SG_3.jpg","",2.287,"2024-07-27T20:08:35.048279Z"
101,"1","2024-07-27T20:08:38.895500Z",102,"/data/upload/4/a72d2c2a-9dbb2d56-7200-4e_RD_SG_2.jpg","",2.065,"2024-07-27T20:08:38.895523Z"
102,"1","2024-07-27T20:08:43.839932Z",103,"/data/upload/4/cf915301-19beb7da-6ad5-42_RD_SG_2.jpg","",3.698,"2024-07-27T20:08:43.839956Z"
103,"1","2024-07-27T20:09:52.902347Z",104,"/data/upload/4/26d55f81-bdc930b9-f864-40_RD_SG_3.jpg","[{""points"":[[46.51646411687963,24.812543027539952],[46.31083530725913,26.366182922450378],[46.65354998995996,27.554260489146575],[47.92159431595303,27.828432235307236],[48.778381022705105,26.274792340396818],[54.98151677959009,9.596011115623186],[55.838303486342156,4.158271483436715],[56.455189915203654,0.13708587308033124],[46.68782145823005,0.18278116410710832],[45.522591537047234,1.8735069320978601],[45.48832006877715,3.6099279911153888],[46.824907331310385,4.021185610356383],[47.7845084428727,4.8437008488383695],[48.367123403464106,6.580121907855899],[49.395267451566596,8.31654296687343],[49.84079653907767,9.321839369462523],[49.87506800734775,10.555612227185504],[50.08069681696825,11.835080375935263],[50.9717549919904,12.566205032363694],[49.80652507080758,16.496000060666525],[48.881195427515344,19.329108104326703],[47.92159431595303,21.11122445437101],[47.27043641882146,21.522482073612004],[46.89345026785055,22.573473767227878],[46.79063586304029,24.35559011727218]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",67.086,"2024-07-27T20:09:52.902371Z"
104,"1","2024-07-27T20:09:57.936848Z",105,"/data/upload/4/9ab709db-c0d7cab6-caf2-45_RD_SG_2.jpg","[{""points"":[[50.444264788593344,69.06483191750411],[50.29986880896979,69.60631684109244],[50.092299588260936,70.17186776128467],[50.02010159844916,70.88181466110046],[49.86668087009914,71.53159656940645],[49.60496315703145,72.22951047092026],[49.54178991594615,72.86725938092428],[49.51471566976673,73.19215033507727],[50.42621529114039,69.7747788173199],[50.56158652203747,68.99263392769235]],""closed"":true,""polygonlabels"":[""Cut""],""original_width"":1024,""original_height"":768}]",19.358999999999998,"2024-07-27T20:10:14.669785Z"
105,"1","2024-07-27T20:10:49.542154Z",106,"/data/upload/4/c1a89bc3-c0d7cab6-caf2-45_RD_SG_3.jpg","[{""points"":[[48.85422961478785,30.910897082290866],[48.45714067082309,31.368151017765445],[47.85248250614947,31.837437951541986],[46.60706718189635,32.25859289211067],[46.41754745864044,32.55941784965974],[46.71536416661401,33.18513376136179],[47.21172534656996,33.08886977494609],[47.88858150105536,32.643648837773476],[48.3578684348319,32.619582841169546],[48.94447710205257,31.536612993992918],[49.17009582021437,30.7063361111575]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[59.98524940020291,19.705362827630317],[58.10347440838966,31.312573057506498],[60.284222997033055,27.16211606621744],[61.4273573378542,24.69998056291037],[61.32183724485532,20.33848338562356],[60.899756872859825,18.274979344756687],[60.33698304353249,16.281822032555723],[59.86214262503755,15.43766128856473],[59.96766271803643,17.407369691210384],[60.03800944670235,19.23638463652421]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",33.442,"2024-07-27T20:10:49.542182Z"
106,"1","2024-07-27T20:13:31.835376Z",107,"/data/upload/4/18b9ef29-c1ea62f2-ee3f-40_RD_SG_2.jpg","[{""points"":[[57.383624447827486,27.05102982887112],[56.34441141071736,36.98484060411869],[57.719370198278455,34.512046505559205],[58.151043306001114,32.67876812214441],[58.19900698463698,31.165247596301977],[57.83128544842878,28.777722259761795],[57.62344284100674,27.967669020578516]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",158.055,"2024-07-27T20:13:31.835401Z"
107,"1","2024-07-27T20:13:58.473233Z",108,"/data/upload/4/771f8ede-c1ea62f2-ee3f-40_RD_SG_3.jpg","[{""points"":[[54.87503161868344,23.13823219394085],[55.53568834920482,23.042136669501378],[55.52367640864988,22.17727694954612],[55.2834375975512,20.76787592443385],[55.34349730032587,19.054172405263248],[55.2834375975512,18.317440051227287],[54.80295997535383,18.269392289007552],[54.562721164255144,18.84596543564439],[54.45461369926075,19.486602265240876],[54.31047041260154,20.33544606445622],[54.04620772039298,21.072178418492182],[54.08224354205778,21.872974455487785],[54.502661461480486,22.561659047304012]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",24.55,"2024-07-27T20:13:58.473256Z"
108,"1","2024-07-27T20:15:43.675065Z",109,"/data/upload/4/a0da12b5-c3cc4503-31ba-41_RD_SG_2.jpg","[{""points"":[[50.93222761479017,62.57744013128368],[49.081568328205705,64.22247060824765],[46.27130793005892,66.05028224931874],[45.20889241368635,68.47213267373792],[45.037535072335935,70.48272547891611],[44.18074836558387,74.64099696235283],[43.289690190561714,76.37741802137036],[44.42064864347445,79.16483077400375],[44.249291302124035,80.90125183302129],[42.67280376170022,81.8608529445836],[40.993501816466164,83.82575045873502],[39.89681483182352,86.0191244280203],[39.75972895874318,88.21249839730561],[50.04116943976803,88.16680310627883],[51.51484257538158,85.19660918953834],[52.57725809175415,84.19131278694924],[53.26268745715581,84.32839866002956],[53.29695892542588,86.06481971904711],[55.90159051395218,85.92773384596677],[57.47807805437599,82.6833681830656],[55.558875831251356,79.21052606503054],[52.47444368694391,68.10657034552369],[51.34348523403117,62.394658967176575]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[54.5704309763679,82.98319976885392],[53.72210459607953,82.94710077394804],[53.568683867729504,83.10352975187354],[53.568683867729504,83.36825571451672],[53.740154093532475,83.65704767376381],[54.09211929386489,83.74127866187754],[54.588480473820844,83.68111367036775],[55.00361891523855,83.4043547094226],[54.88629718179442,83.10352975187354]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[46.89036981014029,75.245981860692],[46.74597383051674,75.31817985050377],[46.75499857924322,75.64307080465676],[46.76402332796968,75.88373077069602],[46.93549355377266,75.79949978258227],[46.998666794857954,75.58290581314695],[46.98061729740501,75.36631184371161]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[48.108710888214,74.0186160338918],[47.937240662411035,74.06674802709966],[47.92821591368456,74.27130899823302],[47.95529015986398,74.42773797615855],[48.09968613948753,74.46383697106442],[48.16285938057284,74.25927599993106]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[60.49560473348916,20.321118513318105],[56.855986745344126,30.3150530550233],[59.630745013533904,27.784537578117174],[60.55566443626383,27.36812363887946],[61.02413011790626,26.503263918924198],[61.768870432312184,25.077846973072017],[61.4925957995487,23.52430266130054],[61.696798788982576,22.13091755692818],[61.564667442878296,21.77856730065011],[61.12022564234574,21.490280727331694],[60.711819663477975,21.634424013990902],[60.56767637681877,20.5773732451567]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[43.99968778229575,20.54223681831239],[42.42901943933929,21.263199336390766],[41.39907298494161,21.949830305989217],[39.95714794878486,24.078386311744428],[38.257736299028686,27.374214965816996],[36.17209472887338,32.97025736804439],[36.867308585591815,37.33036402499457],[37.897255039989496,41.3128236486656],[44.74639896173407,20.370579075912776]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",102.809,"2024-07-27T20:15:43.675088Z"
